Orbit Semi-Major Axis,Planet Radius,Planet Mass,Equilibrium Temperature,Stellar Effective Temperature,Stellar Radius,Stellar Mass,Stellar Luminosity,Distance
0.176,,,,3028,,0.27,-2.699,5.00671
0.1344,,,,3816,0.54,0.55,-1.253,14.3155
0.16353,,,,3413,0.42,0.41,-1.672,4.54939
0.17,,,,3340,0.43,0.45,,4.54939
0.163,,,,,,0.4,,4.54939
1.165,,,,,,0.4,,4.54939
3.4,,,,3657,0.48,0.45,,4.96435
3.46,,,,,0.44,0.44,,4.96435
3.56,,,,3472,,0.45,-1.585,4.96435
0.163,,,,3472,,0.45,-1.585,4.96435
2.35,,,,,,0.49,,8.80058
2.39,,,,3407,0.46,0.46,-1.583,8.80058
2.35,,,,3241,0.53,0.65,,8.80058
2.32,,,,,,0.49,-1.553,8.80058
0.114,,,,,,0.8,,10.7836
0.11,,,,5182,0.77,0.93,,10.7836
0.113,,,,5151,,0.77,,10.7836
0.211,,839.04,,,,0.33,-1.886,4.67517
0.208,,,,3271,0.35,0.34,-1.893,4.67517
0.218585,,845.3,,,,0.37,,4.67517
0.20774,,804.076,,3271,0.35,0.34,-1.893,4.67517
0.208317,,723.2235,,,0.3,0.32,-1.907,4.67517
0.21,,,,3271,0.35,0.34,-1.893,4.67517
0.214,,,,3271,0.35,0.34,-1.893,4.67517
0.132,,273.32,,,,0.33,-1.886,4.67517
0.135989,,266.2,,,,0.37,,4.67517
0.13,,,,3271,0.35,0.34,-1.893,4.67517
0.12959,,226.9846,,,0.3,0.32,-1.907,4.67517
0.134,,,,3271,0.35,0.34,-1.893,4.67517
0.13065,,251.075,,3271,0.35,0.34,-1.893,4.67517
0.021839,,7.49,,,,0.37,,4.67517
0.021,,,,3271,0.35,0.34,-1.893,4.67517
0.020807,,7.53,,3271,0.35,0.34,-1.893,4.67517
0.020807,,6.83,,,0.3,0.32,-1.907,4.67517
0.021,,,,,,0.33,-1.886,4.67517
,,,,3271,0.35,0.34,-1.893,4.67517
0.345,,,,3271,0.35,0.34,-1.893,4.67517
0.3514,,16.58,,,,0.37,,4.67517
0.3343,,14.6,,,0.3,0.32,-1.907,4.67517
0.068,,,468,3688,0.47,0.49,-1.434,3.29
0.12,,,352,3688,0.47,0.49,-1.434,3.29
0.403,,,,,,0.15,,4.471
0.87,,,,,,0.15,,4.471
0.291,,,,3785,,0.6,-1.052,11.9315
0.01888,1.62,3.42,1172,4269,0.61,0.61,,29.661
,1.571,4.89,,4255,0.6,0.61,,29.661
0.02,1.75,,1044,4255,0.65,0.66,,29.661
0.0188,1.577,4.91,,4340,0.6,0.61,,29.661
0.042,1.36,,722,4255,0.65,0.66,,29.661
0.03942,1.269,2.42,811,4269,0.61,0.61,,29.661
0.03925,1.241,0.84,,4340,0.6,0.61,,29.661
0.05591,2.022,4.04,,4340,0.6,0.61,,29.661
0.06,2.1,,605,4255,0.65,0.66,,29.661
0.05615,2.07,5.2,680,4269,0.61,0.61,,29.661
,51.561,9852.73,2400,4360,1.94,,,151.169
100,33.6,6356,2650,4360,1.94,,,151.169
300,,4258.7,,,,0.6,,108.5
,20.176,4767.45,2200,4432,0.9,0.69,-0.546,108.5
320,,5000,2300,4200,,0.9,-0.42,108.5
320,,5300,2300,4200,,0.9,-0.42,108.5
2000,14.179,3591.3,1050,,,0.33,,47.5501
0.039435,,,830,3879,0.56,0.56,-1.222,14.9545
0.0905,,,,3805,0.51,0.52,-1.306,9.8528
0.091,,,379,3663,0.42,0.42,-1.553,8.15728
0.091,,,,3656,0.43,0.43,-1.53,8.15728
0.0917,,,,3654,0.43,0.43,-1.523,8.15728
0.05561,14.785,168.13207,1322,5980,,,,158.979
0.0551,,,,6067,1.15,1.12,0.18,158.979
,,,1322,6051.18,1.18,1.13,0.225,158.979
0.05561,14.785,166.86075,1322,5980,1.17,1.15,,158.979
,13.731,166.536,,,1.11,1.13,,158.979
0.0553,13.922,166.86075,,5980,1.14,1.13,,158.979
,,,,6000,,,,158.979
0.0553,13.922,169.08556,1306,5975,1.14,1.13,0.17,158.979
0.0551,15.244,168.4499,,5975,1.15,1.12,0.18,158.979
0.05535,13.641,166.54292,1291,5975,1.11,1.13,,158.979
,14.796,168.4499,1320,6051.18,1.18,1.13,0.225,158.979
,,,,4777.56,0.76,0.77,-0.567,37.7647
,4.737,,,4864,0.75,,,37.7647
0.053,4.82,,800,4778,0.76,0.83,,37.7647
,,,,4777.56,0.76,0.77,-0.567,37.7647
0.05254,4.36,,,4780,0.68,0.81,,37.7647
,,24.02795,,,,0.81,,37.7647
0.053,4.73,25.743,878,4780,0.75,0.81,-0.585,37.7647
0.05259,4.45,26.69772,838,4780,0.69,0.81,,37.7647
0.053,4.84,,801,4777,0.77,0.83,,37.7647
,,,,,,,,37.7647
,4.71,,,4653,0.74,0.81,,37.7647
0.053,4.84,,801,4777,0.77,0.83,,37.7647
0.052,4.68,,794,4766,0.74,0.79,,37.7647
0.053,4.84,,801,4777,0.77,0.83,,37.7647
,4.82,28.6047,,4708,0.77,0.88,,37.7647
,,731.009,,,,0.81,,37.7647
4.13,,,,4780,0.68,0.81,,37.7647
,,66.39469,,,,0.73,,142.751
0.03767,10.301,63.88383,955,4665,0.68,0.69,,142.751
0.03837,,,,4559,0.7,0.73,-0.68,142.751
0.0384,10.749,67.059,963,4650,0.7,0.73,-0.678,142.751
0.03838,10.749,66.23577,,4650,0.7,0.73,,142.751
,10.761,66.7443,960,4652.87,0.7,0.74,-0.68,142.751
,,,,4650,,,,142.751
,,,963,4652.87,0.7,0.74,-0.68,142.751
,10.637,67.06213,975,4650,0.7,0.73,,142.751
0.0431,16.668,287.95398,1740,5653,,,,246.81
0.0427,14.359,280.64389,,5653,1.56,1.22,,246.81
,,,,5653,,,,246.81
,14.258,270.462,,,,,,246.81
0.0427,14.359,271.098,1653,5653,1.56,1.22,0.346,246.81
0.04383,16.668,285.72917,,,1.76,1.32,,246.81
,,285.72917,,,,1.32,,246.81
,,,,,1.76,1.32,,246.81
1.258,,,,,,1.32,,246.81
1.188,,,340,5653,1.56,1.22,0.346,246.81
,,,,,,,,246.81
,,736.09428,,,,1.42,,222.663
0.06062,12.89,731.96249,,6600,1.47,1.39,,222.663
0.06108,13.664,721.79193,1624,6600,1.59,1.42,,222.663
,15.917,1093.3352,,6600,1.82,2.65,,222.663
,,,,6600,,,,222.663
,,,,6727.61,1.55,1.43,0.644,222.663
0.0596,13.451,724.6524,1612,6583,1.53,1.32,0.592,222.663
,12.801,709.39656,,,1.47,1.39,,222.663
0.0606,12.89,709.367,1570,6600,1.47,1.39,0.563,222.663
,,649.32669,,,,1.01,,192.516
0.0964,12.016,618.471,904,5568,1.08,1.01,0,192.516
,11.882,616.5902,,5568,1.07,1,,192.516
0.0965,12.016,619.45067,,5568,1.08,1.01,,192.516
,,1341.2426,,,,1.22,,226.637
0.04134,14.448,1341.56043,,6158,1.24,1.22,,226.637
0.0413,13.339,1331.38987,1571,6158,,,,226.637
,,,,6158,,,,226.637
0.0413,14.448,1332.605,1626,6158,1.24,1.22,0.294,226.637
,14.46,1332.66119,,6158,,1.2,,226.637
,,184.3414,,,,0.86,,92.3831
0.0882,11.321,169.71,792,5246,0.84,0.86,-0.319,92.3831
0.0882,11.321,170.67471,,5246,0.84,0.86,,92.3831
,11.769,184.3414,,5246,0.87,0.99,,92.3831
,,,,5336.96,0.84,0.92,-0.289,92.3831
5.6,,,,5336.96,0.84,0.92,-0.289,92.3831
2.555,,,,5246,0.84,0.86,-0.319,92.3831
4.67,,,,5246,0.84,0.86,,92.3831
,,58.16289,,,,0.77,,161.4
0.0559,10.615,62.29468,841,4870,0.72,0.77,,161.4
0.05596,11.153,63.566,,4803,0.75,0.77,,161.4
0.0559,11.153,62.61,852,4803,0.75,0.77,-0.569,161.4
,,,,4790,0.74,0.77,-0.585,161.4
,,,,4790,0.74,0.77,-0.585,161.4
0.0466,12.689,92.802,1010,4990,0.82,0.84,-0.432,202.078
,,,,5007,0.8,0.83,-0.446,202.078
0.04664,12.689,90.26372,,4990,0.82,0.84,,202.078
0.068,12.3,2828.6,1700,6300,,,,127.774
,13.451,3632.7969,,6412,1.71,1.93,,127.774
0.0688,12.969,2765.121,,6290,1.64,1.36,,127.774
0.06814,,,,6380,1.39,1.33,0.53,127.774
0.0677,10.66,2739.6946,,,1.42,1.3,,127.774
0.0674,13.339,2777.8342,1516,6290,1.68,1.28,,127.774
0.06878,12.969,2888.95,1540,6290,1.64,1.36,0.577,127.774
,,,,,,,,127.774
0.0677,11.007,2873.1832,,6290,1.47,1.3,0.485,127.774
,,,,,,,,127.774
0.0679,11.243,2771.4776,1398,6290,1.51,1.31,0.505,127.774
,,3175.1217,,,,1.36,,127.774
0.03617,9.718,2310.6241,,4595,0.69,0.76,,71.0374
0.03593,11.489,2294.7326,964,4595,0.68,0.74,,71.0374
0.0361,9.718,2302.899,970,4595,0.69,0.76,-0.721,71.0374
,,2301.0892,,,,0.76,,71.0374
,,,1134,4604.03,0.68,0.73,-0.73,71.0374
0.036,9.75,2320.1,950,4600,,,,71.0374
0.0495,11.478,1261.7851,,5588,1.1,0.95,,277.278
0.0494,11.478,1291.289,1283,5588,1.1,0.95,0.025,277.278
,12.442,1547.8321,,5588,1.21,1.24,,277.278
,12.89,785.0401,,5302,1.11,1.13,,81.7647
0.0414,12.106,682.352,1283,5302,1.04,0.92,-0.114,81.7647
0.0414,12.106,682.69884,1463,5302,,,,81.7647
0.04171,11.882,696.68336,1293,5314,1.06,0.94,,81.7647
,,685.55931,,,,0.92,,81.7647
0.04142,12.106,690.32676,,5302,1.04,0.92,,81.7647
,,,,5905,,,,364.813
0.0232,15.334,626.1251,,5905,1.2,1.13,,364.813
,15.356,664.2647,,5905,,,,364.813
0.02302,13.72,658,1951,5885,1.09,1.1,,364.813
,12.218,425.8922,,5905,0.96,0.58,,364.813
0.0232,15.334,664.237,2056,5905,1.2,1.13,0.199,364.813
,,,,5924,1.29,1.13,,364.813
,,227.24845,,,,1.19,,415.344
,,,,,,,,415.344
0.04651,13.922,229.79109,,6373,1.32,1.19,,415.344
,14.572,238.3725,,6373,1.38,1.37,,415.344
0.0465,14.751,217.71355,,6373,1.32,1.19,,415.344
0.0465,13.922,217.704,1637,6373,1.32,1.19,0.408,415.344
,,,,5610,0.91,0.99,-0.134,300.384
0.0466,12.722,180.84527,1182,5519,0.92,1.01,-0.152,300.384
0.04659,13.339,180.20961,,5500,0.96,1.01,,300.384
0.0466,13.339,180.202,1202,5500,0.96,1.01,-0.125,300.384
,,18.91089,,,,0.82,,141.837
,7.062,22.2481,,5079,0.87,1.12,,141.837
,,,,5061.9,0.86,0.85,-0.359,141.837
0.0479,6.333,18.751,1001,5079,0.79,0.82,-0.42,141.837
0.0403,11.635,209.759,,5300,0.9,0.94,-0.244,199.173
,,,,5316,0.86,0.92,-0.269,199.173
0.04,11.43,197.05,,5316,0.86,0.92,-0.269,199.173
0.03998,11.433,195.78328,,5190,0.87,0.92,,199.173
0.0434,13.585,198.953,1384,5680,1.1,1.02,0.053,401.319
0.04337,13.585,202.45771,,5680,1.1,1.02,,401.319
0.06669,12.408,214.85308,,6087,1.22,1.21,,313.576
,,,,6086,1.23,1.14,0.272,313.576
0.0667,12.408,247.261,1260,6087,1.22,1.21,0.265,313.576
0.0665,11.926,243.77561,1271,6115,1.24,1.2,0.283,313.576
,13.115,279.6904,,6087,1.3,1.45,,313.576
,,245.68259,,,,1.21,,313.576
0.03899,10.077,193.55847,,5185,0.83,0.93,,134.554
,10.536,206.5895,,5185,0.87,1.06,,134.554
0.03894,9.976,190.38017,,5185,0.82,0.94,-0.355,134.554
,9.976,190.38017,,,0.83,,,134.554
,,,,5185,,,,134.554
0.03866,9.27,187.83,,5185,0.8,0.92,-0.362,134.554
0.03882,10.077,189.42668,1127,5185,0.83,0.93,-0.348,134.554
0.03878,10.211,189.10885,1170,5190,0.85,0.93,,134.554
0.03871,,,,5084,0.8,0.92,-0.36,134.554
0.03842,10.615,185.61272,1189,5185,0.87,0.9,,134.554
,,230.74458,,,,1.24,,213.985
0.0419,16.466,232.96939,,,1.33,,,213.985
,16.141,263.7989,,6304,1.31,1.55,,213.985
0.0419,15.02,237.10118,,6304,1.22,1.24,,213.985
0.0419,15.02,225.968,1630,6304,1.22,1.24,0.312,213.985
,,,,6115,1.47,1.15,0.433,344.05
0.055,11.99,689.98,1450,6065,1.36,1.22,0.348,344.05
0.061,11.994,682.38101,,6070,1.36,1.22,,344.05
,12.218,721.4741,,6065,1.39,1.31,,344.05
,,707.80741,,,,1.22,,344.05
,,,,,,,,289.205
,19.616,263.7989,,6207,1.19,1.09,,289.205
,20.131,273.3338,1779,,1.22,1.16,,289.205
,,251.0857,,,,1.16,,289.205
0.0343,20.053,273.322,1786,6207,1.22,1.16,0.294,289.205
0.0343,20.053,,,6269,1.22,,,289.205
0.03397,22.194,216.1244,1836,6001,1.37,1.13,0.338,289.205
0.03427,20.053,238.3725,,6207,1.22,1.16,,289.205
,,,,3187,,,,289.205
,,206.5895,,,,1.38,,396.11
,20.737,292.4036,,6446,1.79,1.82,,396.11
0.04995,18.898,209.7678,,6446,1.64,1.38,,396.11
0.0499,18.898,242.176,1782,6446,1.64,1.38,0.618,396.11
0.06774,13.417,1058.3739,,6442,1.53,1.39,,249.325
0.0677,13.417,1057.694,1520,6442,1.53,1.39,0.56,249.325
,,,,,,,,249.325
,,1249.0719,,,,1.39,,249.325
,,,,6509,1.57,1.34,0.6,249.325
,,,,6509,1.45,1.36,,249.325
,15.132,2227.9883,,6442,1.73,4.26,,249.325
,39.792,2390.0816,,6096,3.82,23.56,,506.965
,,,,6178,1.36,1.18,0.383,506.965
0.0498,14.93,334.979,1581,6096,1.44,1.24,0.407,506.965
0.04978,14.93,335.62848,,6096,1.44,1.24,,506.965
0.0241,14.314,587.41341,1781,5620,1.04,1.03,,294.419
0.02388,14.617,588.62116,1788,5620,1.04,1.03,,294.419
0.02402,15.211,611.82275,1820,5560,1.11,1.05,0.022,294.419
,12.89,486.2799,,5560,1,0.78,,294.419
0.02382,14.168,587.9855,,5560,1.1,1.02,,294.419
0.0238,14.168,582.24,1823,5560,1.1,1.02,0.013,294.419
0.0379,13.204,371.528,1271,5500,0.88,0.93,-0.208,390.594
0.03791,13.798,378.2177,,,0.89,,,390.594
0.03793,13.204,381.396,,5500,0.88,0.93,,390.594
0.05231,9.247,84.86061,,5330,0.92,0.89,,255.206
,,,,5191,1.01,0.88,-0.176,255.206
0.0523,9.247,84.857,1082,5330,0.92,0.89,-0.208,255.206
0.05095,17.609,180.84527,,6430,1.62,1.4,,697.004
0.0509,17.609,190.372,1752,6430,1.62,1.4,0.607,697.004
,,203.09337,,,,1.26,,320.451
,14.93,216.12,,,1.6,1.26,,320.451
,15.323,176.71348,,,1.62,0.56,,320.451
0.0445,,,,5907,1.59,1.26,0.43,320.451
0.04449,14.28,206.90733,,5860,1.6,1.25,,320.451
0.04438,14.28,213.255,1686,5860,,,0.431,320.451
0.0446,14.235,216.1244,,5860,1.59,1.26,0.428,320.451
0.04465,14.986,216.1244,1691,5860,1.6,1.27,,320.451
0.06076,19.392,184.65923,,6080,2.21,1.51,,464.469
0.0608,19.392,195.457,1770,6080,2.21,1.51,0.778,464.469
,17.038,152.5584,,6080,1.94,1.03,,464.469
,22.978,378.2177,,6390,2.05,2.56,,348.185
0.0426,18.887,254.253,1941,6390,1.68,1.42,0.628,348.185
0.04258,18.887,252.67485,,6390,1.68,1.42,,348.185
,18.887,254.264,,6390,1.68,1.42,,348.185
,,,,6479,1.19,1.28,,348.185
0.0575,14.348,279.6904,,5743,1.53,1.18,,405.238
0.0575,14.348,331.801,1428,5743,1.53,1.18,0.356,405.238
,,,,5859,1.41,1.06,0.327,405.238
,,,,5680.35,1.11,1.01,0.06,528.825
0.04445,14.359,232.0159,,5645,1.1,1.05,,528.825
0.0443,14.359,210.395,1361,5645,1.1,1.05,0.045,528.825
0.0507,13.922,111.871,1108,5295,0.95,0.94,-0.194,347.85
,,,,5115.16,1.03,0.86,-0.182,347.85
1.752,,,,5295,0.95,0.94,-0.194,347.85
0.0452,15.984,283.492,1652,6330,1.32,1.26,0.4,298.64
,,,,5585,1.45,0.99,0.266,298.64
0.04521,15.984,273.3338,,6330,1.32,1.26,,298.64
,,,,7587,1.4,1.76,0.764,290.736
0.0577,14.392,156.684,1458,6120,1.4,1.28,0.391,290.736
0.04378,15.838,562.5591,,6820,1.83,1.54,,350.351
,17.822,699.226,,6820,2.06,2.22,,350.351
0.0438,15.838,549.823,2131,6820,1.83,1.54,0.814,350.351
,13.563,311.4734,,5960,1.12,1.04,,303.336
0.04071,14.056,336.8998,1539,5960,,,0.188,303.336
0.04075,14.12,336.89,,5960,1.17,1.16,0.187,303.336
0.04073,14.056,324.1866,,5960,1.17,1.16,,303.336
0.0453,14.437,429.0705,1862,6280,1.7,1.27,0.603,515.458
0.04527,14.437,431.93097,,6280,1.7,1.27,,515.458
0.05069,14.493,98.20947,1192,5449,1.04,0.98,-0.066,440.089
0.05067,14.493,98.84513,,5449,1.04,0.98,,440.089
0.03694,11.31,259.98494,1218,5131,0.89,0.89,-0.305,361.155
,,,,5032.08,0.86,0.84,-0.373,361.155
0.03696,11.31,259.66711,,5131,0.89,0.89,,361.155
0.03159,14.773,471.65972,1778,5956,1.21,1.09,0.217,666.802
0.0316,14.773,469.43491,,5956,1.21,1.09,,666.802
0.04122,10.581,578.4506,,4390,0.62,0.65,,143.651
0.04117,10.581,241.5508,818,4390,0.62,0.65,-0.902,143.651
0.04604,13.249,184.97706,1313,5808,1.01,1.01,,511.388
0.04604,13.249,184.3414,,5808,1.01,1.01,,511.388
,16.926,734.1873,,6566,1.47,1.42,,320.639
,19.1,,,6659,1.8,,,320.639
0.0423,16.432,692.8694,1840,6566,1.43,1.3,,320.639
,,,,6568,,,,320.639
0.0447,17,,,6863,1.88,1.53,,320.639
0.04232,16.432,603.877,,6566,1.43,1.3,,320.639
,16.72,,,,1.44,,,320.639
,17,,,6863,1.88,,,320.639
,19.504,448.1403,,6330,1.85,2.77,,279.86
0.0406,15.838,587.9855,2200,7500,1.5,1.47,0.806,279.86
0.05239,14.908,351.51998,,6570,1.46,1.29,,275.358
,,351.83781,,,,1.29,,275.358
0.05235,14.908,335.932,,6570,1.46,1.29,0.553,275.358
0.05237,14.908,336.58197,1675,6570,1.46,1.29,0.555,275.358
,16.589,419.5356,,6570,1.62,1.79,,275.358
0.05244,15.637,337.85329,1704,6570,1.52,1.29,,275.358
,,,,,,,,275.358
0.03951,21.185,167.49641,1930,5835,1.86,1.21,0.555,738.519
0.04363,17.822,248.86089,1896,6002,1.88,1.25,0.615,935.456
0.06505,23.371,108.0622,1903,6406,2.55,1.64,0.939,371.686
0.02996,12.016,230.10892,1028,4508,0.67,0.68,-0.779,202.152
0.06555,18.786,1137.8314,1930,7394,1.93,1.65,1,341.263
,18.33,,1920,7668.6,1.91,,,341.263
,16.926,584.8072,,6389,2,1.56,,341.079
0.032,15.278,564.442,,,,,,341.079
,,539.35751,,,,1.36,,341.079
0.0381,16.39,,2025,6350,1.99,1.52,,341.079
0.0381,16.39,,2025,6350,1.99,1.52,,341.079
0.0376,16.1,,2048,6440,1.95,1.45,,341.079
0.03813,16.926,574.00098,,6350,2,1.51,,341.079
,16.416,,,6449,1.99,,,341.079
,,,,6532.23,1.99,1.35,0.814,341.079
,,,,6532.23,1.99,1.35,0.814,341.079
0.039,22.3,,2303,6264,2.71,1.66,,341.079
,16.05,,,6360,1.96,1.47,,341.079
0.0381,16.39,,2025,6350,1.99,1.52,,341.079
0.0377,15.043,564.442,2733,6532.23,1.99,1.35,0.814,341.079
,,,,6366,2,1.51,0.77,341.079
0.0355,15.906,566.05523,2200,6350,1.84,1.47,,341.079
0.03805,16.421,571.77617,2194,6350,1.96,1.51,,341.079
0.03676,16.713,534.59006,2700,6441,1.84,1.47,,341.079
0.04739,20.961,2154.8874,2562,8450,1.86,1.89,1.223,330.739
,19.916,,2405,8730,1.97,,,330.739
0.04496,16.814,430.34182,,6200,1.58,1.28,,211.553
0.0487,16.81,483.08,1700,6200,1.58,1.28,0.519,211.553
,15.693,406.8224,,6200,1.57,1.27,,211.553
,,414.45032,,,,1.19,,211.553
0.0449,,483.1016,,6200,,,,211.553
0.05287,15.614,238.05467,1540,6350,1.34,1.28,0.418,455.203
,15.693,212.9461,,6350,,1.28,,455.203
0.053,15.69,247.9,1530,6350,1.32,1.28,0.41,455.203
0.0529,15.468,247.27174,1540,6350,1.34,1.28,,455.203
0.0529,15.693,241.86863,,6350,1.32,1.28,,455.203
0.0444,14.594,589.55,1359,5870,1.04,0.99,0.041,283.971
0.04446,14.594,556.2025,,5870,1.04,0.99,,283.971
0.04493,10.862,185.93055,,5880,1.1,1.1,,534.889
0.04491,10.862,167.17858,1407,5880,1.1,1.1,0.117,534.889
0.0507,18.03,,1596,6563,1.54,1.33,,944.603
,10.2,,,,0.89,,,944.603
,17.7,,,,1.51,,,944.603
,16.668,263.7989,,5871,1.46,1.06,0.359,944.603
0.04614,16.926,270.1555,1637,6060,1.44,1,0.403,944.603
0.04795,15.132,756.4354,2097,6408,2.21,1.49,0.863,746.138
,8.845,,,6235,1.29,,,746.138
,7.8,,,,1.22,,,746.138
,15.513,759.6137,,,,,,746.138
0.0441,7.76,,1446,6357,1.17,1.16,,746.138
,8.845,,,6235,1.29,1.21,,746.138
,5.69,,,,0.82,,,746.138
0.04057,13.585,172.58169,1244,5523,0.89,0.96,,421.855
0.04059,13.585,188.15536,,5523,0.89,0.96,,421.855
0.03815,11.646,339.76027,,5346,0.93,0.97,,513.011
0.03815,11.646,340.39593,1276,5346,0.93,0.97,,513.011
,11.657,340.0781,,5408,0.93,0.97,,513.011
0.02712,12.386,689.6911,1505,5311,0.92,0.87,-0.204,1139.55
0.03744,14.572,1039.3041,1592,5738,1.24,0.97,0.173,757.044
0.1308,8.709,425.25654,814,5846,1.09,1.13,0.093,400.331
0.01761,14.986,629.3034,2060,5600,1.02,1.04,-0.032,624.368
0.0174,14.897,629.14449,2069,5600,1.02,1.04,,624.368
0.02298,13.092,486.2799,,5227,0.9,0.88,,341.925
0.023,13.092,427.463,1577,5227,0.9,0.88,-0.268,341.925
0.05025,10.682,870.8542,858,4803,0.69,0.76,-0.646,229.518
0.03397,20.849,467.2101,1654,5780,1.2,1.12,0.155,639.004
0.0238,15.637,718.2958,2166,6125,1.12,1.07,0.19,494.182
0.02547,16.668,775.5052,2067,6346,1.17,1.21,0.292,494.182
0.05163,14.123,194.82979,1277,5715,1.11,0.99,0.068,471.158
0.04735,19.616,206.5895,1918,6071,2.04,1.3,0.704,861.843
0.0611,16.814,168.4499,1659,6438,1.74,1.42,0.669,816.988
0.04131,13.384,213.58176,1253,5498,0.92,0.93,-0.157,535.383
0.05475,14.022,207.54299,1212,5670,1.07,1.03,0.029,353.891
0.0485,15.48,340.382,1648,6351,1.4,1.21,0.456,411.211
,11.097,174.8065,,6351,1,0.44,,411.211
0.04852,15.48,349.613,,6351,1.4,1.21,,411.211
0.0485,15.48,340.39593,,6351,1.4,1.21,,411.211
0.04354,13.171,224.38798,1414,5943,1.06,1.09,0.097,342.14
0.0478,18.383,279.6904,1823,6050,1.87,1.27,0.619,773.974
0.04024,14,292.4036,1437,5700,1.1,1.1,0.057,745.116
0.03727,13.787,378.85336,1429,5659,1.02,1.06,-0.018,248.46
0.03166,16.029,299.07803,1445,5380,0.98,0.95,-0.14,508.842
0.03199,16.41,388.38826,2037,6300,1.43,1.32,0.465,514.555
,13.4,,,,1.15,,,856.436
0.0523,12.92,,1203,5950,1.1,1.1,,856.436
,12.77,,,,1.09,,,856.436
0.05425,13.843,1022.14128,1356,6149,1.16,1.22,0.215,856.436
0.04913,6.793,31.46517,1085,5326,0.88,0.84,-0.256,211.896
0.05036,6.882,23.51942,1294,5732,1.1,0.89,0.072,343.525
0.06007,17.598,200.2329,1645,6572,1.62,1.38,0.64,878.521
0.0362,11.433,420.471,1315,5403,0.93,1,-0.187,416.459
0.03623,11.433,416.03947,,5403,0.93,1,,416.459
0.04997,17.71,505.3497,2101,6460,2.26,1.56,0.903,1342.29
0.0583,14.908,3082.951,1710,6424,1.71,1.5,0.653,737.668
0.03689,15.693,597.5204,1856,6060,1.48,1.27,0.425,800.377
0.04944,13.227,82.95363,1003,5099,0.81,0.84,-0.398,362.273
0.03649,11.96,177.9848,1161,5080,0.85,0.86,-0.398,446.035
0.05511,14.415,222.481,1518,6450,1.31,1.27,0.425,772.11
0.05367,10.122,54.98459,1054,5495,0.85,0.92,-0.23,453.808
0.04269,12.52,117.27927,853,4512,0.66,0.67,-0.796,300.67
,12.937,,788,4444,0.7,,,300.67
,8.722,,891,4351,0.77,,,263.609
0.03769,8.967,77.23269,955,4546,0.72,0.73,-0.709,263.609
0.04515,8.575,112.19399,835,4405,0.7,0.71,-0.785,324.413
0.0542,10.223,75.323,1025,5304,0.87,0.94,-0.268,246.384
0.05428,10.223,75.64354,,5304,0.87,0.94,,246.384
0.05046,12.666,123.9537,,5990,1.12,1.17,0.143,756.742
0.04639,15.805,244.09344,1553,5758,1.44,1.19,0.31,389.57
0.02498,15.491,711.9392,1834,6010,1.05,1.11,0.068,555.134
0.04753,15.02,189.10885,1312,5644,1.1,0.96,0.045,585.77
0.03763,11.96,241.5508,1625,5702,1.32,1.1,0.212,748.585
0.05412,14.022,292.72143,1367,6214,1.13,1.2,0.229,609.838
0.06043,18.921,191.33366,1902,6536,2.2,1.57,0.898,564.409
0.03493,12.767,1000.21101,1413,5587,0.96,1.03,-0.094,279.485
0.05798,12.274,327.3649,1721,7175,1.43,1.46,0.689,403.591
0.06112,12.621,256.17098,1128,5670,1.04,1.04,-0.004,642.884
2.504,,,176,5670,1.04,1.04,-0.004,642.884
0.03623,11.187,101.38777,713,3724,0.57,0.57,,169.318
0.04708,12.924,210.40346,1528,5688,1.46,1.1,0.3,486.474
0.07908,13.395,1080.622,1226,5542,1.66,1.08,0.369,679.761
0.04163,11.825,56.89157,1237,5416,0.93,0.9,-0.173,523.067
0.04026,13.529,305.1168,1398,5627,1.07,0.93,0.012,623.232
0.06562,18.82,305.1168,1793,6554,2.11,1.56,0.867,1080.15
0.04497,16.825,260.93843,1634,6277,1.31,1.26,0.377,493.32
0.04714,15.816,1694.0339,1998,6626,1.84,1.41,0.767,1477.98
0.03032,18.887,460.8535,2193,6594,1.44,1.44,0.547,960.109
0.05071,13.809,410.0007,1741,6147,1.75,1.35,0.592,603.955
0.03211,10.593,183.38791,1296,5137,0.88,0.89,-0.318,414.537
0.04012,6.311,38.1396,1084,4985,0.81,0.85,-0.434,240.707
0.04012,6.311,39.09309,,4985,0.81,0.85,,240.707
0.03632,15.513,4100.007,2730,7930,1.88,1.78,1.079,1458.83
0.03745,11.478,117.5971,587,3405,0.48,0.49,-1.56,140.225
,10.058,,526,3424,0.45,,,140.225
0.066517,8.097,39.85588,739,4656.1,0.72,0.73,-0.659,127.589
,9.705,,715,4521,0.79,,,127.589
0.04668,9.785,46.08535,,5679,1.09,1.06,,794.637
0.04667,9.785,43.86054,1324,5679,1.09,1.06,,794.637
0.03048,11.938,266.02371,1823,5366,1.5,1.03,0.23,638.7
,13.141,259.34928,,5494,1.58,0.96,0.312,638.7
0.03048,11.938,261.57409,,5366,1.5,1.03,,638.7
,14.42,,,,1.59,,,638.7
,17.2,,,,1.94,,,638.7
0.0312,13.85,,1746,5599,1.56,1.1,,638.7
53,77.342,,,10500,,2.4,1.5,109.677
0.76,,,,4861,9.3,2.4,1.633,137.178
0.68,,,,4891,10.06,2.28,,137.178
1.03,,,,5582,,1.01,0.021,49.5336
1.03,,,,5533,1.04,0.83,,49.5336
